@relation '272644L1_2-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F1-S2-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F3-S4-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S3-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nsp?acona_sp?acona_cz:dobry,windykacja_windykacja_sp_odmowa:z?y-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nsp?acona_sp?acona_cz:dobry,odmowa_windykacja_windykacja_sp:z?y-weka.filters.unsupervised.attribute.RenameNominalValues-R1-Nsplacona_splacona_cz:dobry,odmowa_windykacja_windykacja_sp:z?y-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2-last,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R2-precision6'

@attribute 'kwota kredytu' numeric
@attribute wiek {'\'(-inf-30.6]\'','\'(30.6-43.2]\'','\'(43.2-55.8]\'','\'(55.8-68.4]\'','\'(68.4-inf)\''}
@attribute płeć {kobieta,mężczyzna}
@attribute 'rodzaj źródła dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'okres dochód (months)' numeric
@attribute 'okres będzie dochód (months)' numeric
@attribute '﻿status pozyczki' {dobry,z?y}

@data
624.58,'\'(30.6-43.2]\'',kobieta,98,5000,3,88,48,dobry
500,'\'(55.8-68.4]\'',kobieta,13,1900,2,92,48,dobry
500,'\'(43.2-55.8]\'',kobieta,11,1738.57,1,61,48,dobry
400,'\'(55.8-68.4]\'',kobieta,16,2084.79,2,145,48,dobry
500,'\'(30.6-43.2]\'',mężczyzna,98,1600,0,5,48,z?y
300,'\'(30.6-43.2]\'',mężczyzna,99,750,0,1,6,dobry
400,'\'(68.4-inf)\'',kobieta,13,1017,1,165,48,dobry
500,'\'(43.2-55.8]\'',kobieta,11,1700,0,93,48,dobry
500,'\'(43.2-55.8]\'',mężczyzna,12,1952.35,1,8,3,dobry
200,'\'(55.8-68.4]\'',kobieta,99,670,0,132,43,dobry
1000,'\'(-inf-30.6]\'',mężczyzna,12,2800,0,22,19,z?y
1000,'\'(-inf-30.6]\'',kobieta,99,4800,0,9,3,z?y
300,'\'(55.8-68.4]\'',kobieta,16,957,0,204,48,dobry
278.98,'\'(30.6-43.2]\'',kobieta,98,1200,8,50,48,dobry
200,'\'(55.8-68.4]\'',kobieta,13,714,9,226,48,dobry
883.93,'\'(55.8-68.4]\'',mężczyzna,13,2474,3,19,48,dobry
1000,'\'(30.6-43.2]\'',mężczyzna,99,1190,0,3,1,z?y
300,'\'(68.4-inf)\'',kobieta,13,1000,5,68,48,dobry
400,'\'(68.4-inf)\'',kobieta,13,1016,1,193,48,dobry
561.8,'\'(55.8-68.4]\'',kobieta,16,892,2,205,48,dobry
1500,'\'(55.8-68.4]\'',mężczyzna,98,3000,1,73,48,dobry
600,'\'(30.6-43.2]\'',mężczyzna,98,3014,0,106,48,dobry
900,'\'(55.8-68.4]\'',kobieta,17,684,8,194,15,dobry
200,'\'(55.8-68.4]\'',kobieta,13,997,8,83,48,dobry
530,'\'(55.8-68.4]\'',kobieta,13,1691.3,4,77,48,dobry
1000,'\'(55.8-68.4]\'',kobieta,13,930,2,135,48,dobry
200,'\'(68.4-inf)\'',kobieta,13,620,0,157,48,z?y
500,'\'(43.2-55.8]\'',mężczyzna,13,2000,0,21,48,z?y
500,'\'(30.6-43.2]\'',kobieta,11,1870,1,114,48,z?y
1300,'\'(55.8-68.4]\'',kobieta,16,2300,0,67,48,dobry
600,'\'(68.4-inf)\'',kobieta,13,640,2,143,48,dobry
350,'\'(68.4-inf)\'',kobieta,13,729.03,9,261,48,dobry
500,'\'(68.4-inf)\'',kobieta,13,1372,0,145,48,z?y
400,'\'(30.6-43.2]\'',kobieta,11,2200,0,15,48,dobry
300,'\'(68.4-inf)\'',kobieta,13,1412,2,208,48,dobry
400,'\'(68.4-inf)\'',kobieta,13,1140,0,241,48,dobry
200,'\'(30.6-43.2]\'',kobieta,12,1865,5,24,10,dobry
400,'\'(-inf-30.6]\'',kobieta,11,2300,0,26,48,dobry
600,'\'(30.6-43.2]\'',kobieta,11,2400,7,117,48,dobry
759.23,'\'(68.4-inf)\'',kobieta,13,2534,2,131,48,dobry
700,'\'(55.8-68.4]\'',kobieta,13,2066,8,133,48,dobry
300,'\'(68.4-inf)\'',mężczyzna,13,1420,2,57,48,dobry
400,'\'(43.2-55.8]\'',kobieta,11,1300,0,61,48,z?y
300,'\'(68.4-inf)\'',mężczyzna,13,562,4,85,48,dobry
315.12,'\'(68.4-inf)\'',mężczyzna,13,960,8,144,48,dobry
500,'\'(43.2-55.8]\'',mężczyzna,11,1320,8,346,48,dobry
600,'\'(68.4-inf)\'',mężczyzna,13,2609,0,195,48,dobry
379.9,'\'(55.8-68.4]\'',kobieta,13,930,5,98,48,dobry
750,'\'(55.8-68.4]\'',mężczyzna,16,588,0,426,48,dobry
265.58,'\'(55.8-68.4]\'',kobieta,13,1189,8,74,48,dobry
200,'\'(30.6-43.2]\'',mężczyzna,11,1800,8,169,48,dobry
300,'\'(30.6-43.2]\'',mężczyzna,98,1200,0,4,48,z?y
500,'\'(30.6-43.2]\'',kobieta,11,2824,0,105,48,dobry
996,'\'(43.2-55.8]\'',mężczyzna,11,2500,4,208,48,dobry
597.15,'\'(43.2-55.8]\'',mężczyzna,12,600,9,13,14,dobry
500,'\'(-inf-30.6]\'',mężczyzna,12,2100,0,2,16,dobry
500,'\'(30.6-43.2]\'',mężczyzna,12,1651.78,0,8,16,z?y
300,'\'(30.6-43.2]\'',kobieta,12,1300,0,3,4,dobry
300,'\'(43.2-55.8]\'',kobieta,16,1500,3,6,48,dobry
300,'\'(-inf-30.6]\'',mężczyzna,12,1100,0,8,40,dobry
400,'\'(55.8-68.4]\'',kobieta,11,1500,7,89,48,dobry
200,'\'(43.2-55.8]\'',kobieta,16,1045.6,9,16,48,dobry
200,'\'(55.8-68.4]\'',mężczyzna,11,1460.17,5,65,48,dobry
200,'\'(30.6-43.2]\'',kobieta,12,980,8,14,1,dobry
200,'\'(43.2-55.8]\'',mężczyzna,11,2284.23,3,304,48,dobry
254.63,'\'(55.8-68.4]\'',kobieta,16,634.64,7,140,48,dobry
200,'\'(68.4-inf)\'',kobieta,16,959.6,8,119,48,dobry
200,'\'(30.6-43.2]\'',mężczyzna,11,2000,2,9,48,dobry
299.12,'\'(55.8-68.4]\'',kobieta,16,1389,3,95,48,dobry
200,'\'(30.6-43.2]\'',mężczyzna,99,1700,0,0,1,z?y
200,'\'(68.4-inf)\'',kobieta,13,730,7,565,48,dobry
400,'\'(55.8-68.4]\'',kobieta,16,1411,5,70,48,dobry
630,'\'(55.8-68.4]\'',kobieta,13,3251,2,142,48,dobry
600,'\'(43.2-55.8]\'',kobieta,11,1500,0,114,48,dobry
1000,'\'(68.4-inf)\'',mężczyzna,13,2612,0,86,48,dobry
600,'\'(30.6-43.2]\'',mężczyzna,99,1126,0,6,10,z?y
974.28,'\'(68.4-inf)\'',kobieta,13,2100,7,59,48,dobry
400,'\'(43.2-55.8]\'',kobieta,11,1400,0,29,48,dobry
300,'\'(30.6-43.2]\'',kobieta,12,1200,8,13,1,dobry
300,'\'(30.6-43.2]\'',kobieta,11,1286.16,1,121,48,dobry
300,'\'(30.6-43.2]\'',kobieta,12,1027,8,13,47,dobry
400,'\'(55.8-68.4]\'',kobieta,13,1547,0,72,48,z?y
500,'\'(43.2-55.8]\'',mężczyzna,99,1400,0,20,0,dobry
500,'\'(55.8-68.4]\'',kobieta,12,1400,0,9,6,dobry
1000,'\'(30.6-43.2]\'',kobieta,12,1550,0,6,18,z?y
374.91,'\'(43.2-55.8]\'',kobieta,12,1000,2,49,20,dobry
1000,'\'(30.6-43.2]\'',mężczyzna,99,1785,0,2,0,z?y
350,'\'(55.8-68.4]\'',kobieta,13,1130,0,107,48,dobry
267.98,'\'(43.2-55.8]\'',kobieta,11,1050,7,38,48,dobry
200,'\'(-inf-30.6]\'',kobieta,12,700,1,4,1,dobry
400,'\'(55.8-68.4]\'',mężczyzna,11,1097,0,60,48,z?y
300,'\'(55.8-68.4]\'',mężczyzna,12,1231,0,2,5,dobry
800,'\'(-inf-30.6]\'',mężczyzna,99,728,0,1,2,z?y
600,'\'(55.8-68.4]\'',kobieta,13,3700,0,31,48,dobry
500,'\'(43.2-55.8]\'',kobieta,11,1700,0,209,48,dobry
200,'\'(55.8-68.4]\'',kobieta,13,917,0,81,48,dobry
247.28,'\'(55.8-68.4]\'',kobieta,13,611,7,143,48,dobry
300,'\'(43.2-55.8]\'',kobieta,11,900,8,97,48,dobry
300,'\'(68.4-inf)\'',kobieta,13,729.03,2,261,48,dobry
300,'\'(43.2-55.8]\'',mężczyzna,11,1300,0,456,48,dobry
200,'\'(43.2-55.8]\'',mężczyzna,11,1600,2,346,48,z?y
400,'\'(30.6-43.2]\'',mężczyzna,11,2636,0,47,48,dobry
392.6,'\'(43.2-55.8]\'',kobieta,11,2368.57,1,414,48,dobry
800,'\'(68.4-inf)\'',mężczyzna,13,2112,0,109,48,z?y
300,'\'(43.2-55.8]\'',mężczyzna,13,3900,9,34,48,dobry
500,'\'(30.6-43.2]\'',mężczyzna,12,1700,0,1,48,dobry
293.42,'\'(30.6-43.2]\'',kobieta,12,1896,2,17,1,z?y
325.58,'\'(43.2-55.8]\'',kobieta,11,2065.98,1,183,48,dobry
202.28,'\'(55.8-68.4]\'',mężczyzna,11,3000,9,216,48,dobry
205.44,'\'(55.8-68.4]\'',kobieta,13,1350,7,115,48,dobry
350,'\'(43.2-55.8]\'',kobieta,12,1700,9,59,10,dobry
400,'\'(30.6-43.2]\'',kobieta,11,1228,0,38,48,z?y
550,'\'(43.2-55.8]\'',kobieta,12,1675,8,13,0,dobry
500,'\'(-inf-30.6]\'',mężczyzna,11,2000,0,41,48,dobry
300,'\'(43.2-55.8]\'',kobieta,12,1200,0,61,22,z?y
300,'\'(55.8-68.4]\'',kobieta,13,810,9,37,48,dobry
200,'\'(43.2-55.8]\'',kobieta,13,1213,0,54,48,dobry
600,'\'(43.2-55.8]\'',mężczyzna,12,3500,3,191,25,dobry
500,'\'(43.2-55.8]\'',mężczyzna,13,864.34,3,160,48,dobry
400,'\'(55.8-68.4]\'',kobieta,13,917,2,80,48,z?y
600,'\'(68.4-inf)\'',kobieta,13,722,0,214,48,z?y
600,'\'(30.6-43.2]\'',mężczyzna,99,2880,0,2,10,z?y
237.94,'\'(55.8-68.4]\'',kobieta,13,840,6,117,48,dobry
227.88,'\'(55.8-68.4]\'',mężczyzna,12,1100,8,26,10,dobry
600,'\'(43.2-55.8]\'',kobieta,11,2800,0,64,48,dobry
500,'\'(43.2-55.8]\'',mężczyzna,11,2000,0,8,48,z?y
1000,'\'(43.2-55.8]\'',kobieta,11,5800,8,58,48,dobry
500,'\'(55.8-68.4]\'',kobieta,13,1000,8,72,48,dobry
500,'\'(68.4-inf)\'',kobieta,13,1248,2,254,48,dobry
200,'\'(55.8-68.4]\'',mężczyzna,13,12220,0,75,48,dobry
537.15,'\'(55.8-68.4]\'',kobieta,13,962,4,69,48,dobry
300,'\'(30.6-43.2]\'',kobieta,11,1380,0,30,48,dobry
300,'\'(55.8-68.4]\'',kobieta,13,1087.72,0,5,48,dobry
441.54,'\'(30.6-43.2]\'',kobieta,98,4000,8,23,48,dobry
200,'\'(55.8-68.4]\'',mężczyzna,13,1287.66,7,100,48,dobry
200,'\'(55.8-68.4]\'',kobieta,15,678,0,144,48,dobry
1000,'\'(-inf-30.6]\'',mężczyzna,12,1148,0,10,13,z?y
200,'\'(43.2-55.8]\'',kobieta,12,976,0,1,1,dobry
300,'\'(55.8-68.4]\'',kobieta,11,1800,1,116,48,dobry
500,'\'(55.8-68.4]\'',mężczyzna,11,2600,0,139,48,dobry
300,'\'(55.8-68.4]\'',mężczyzna,11,2000,3,74,48,dobry
200,'\'(-inf-30.6]\'',mężczyzna,12,1400,3,5,1,dobry
300,'\'(68.4-inf)\'',kobieta,13,821.35,0,250,48,dobry
700,'\'(55.8-68.4]\'',kobieta,13,1431,1,251,48,dobry
400,'\'(43.2-55.8]\'',mężczyzna,11,4000,9,14,48,dobry
200,'\'(55.8-68.4]\'',kobieta,13,975,8,31,48,dobry
200,'\'(30.6-43.2]\'',mężczyzna,98,2000,0,18,48,dobry
600,'\'(43.2-55.8]\'',kobieta,11,1443,3,38,48,dobry
400,'\'(55.8-68.4]\'',mężczyzna,11,1842.86,7,12,48,dobry
700,'\'(43.2-55.8]\'',mężczyzna,11,2505.34,0,12,48,z?y
300,'\'(55.8-68.4]\'',kobieta,13,1098,0,60,48,dobry
600,'\'(55.8-68.4]\'',kobieta,13,714,2,226,48,dobry
600,'\'(30.6-43.2]\'',kobieta,11,1800,1,56,48,dobry
430,'\'(30.6-43.2]\'',mężczyzna,11,2470,5,70,48,dobry
450,'\'(68.4-inf)\'',kobieta,13,1019,1,137,48,dobry
200,'\'(55.8-68.4]\'',mężczyzna,11,1800,2,165,48,dobry
300,'\'(55.8-68.4]\'',mężczyzna,12,918,0,47,39,z?y
300,'\'(-inf-30.6]\'',mężczyzna,12,1440,0,7,17,dobry
300,'\'(30.6-43.2]\'',kobieta,12,1382,2,25,10,dobry
300,'\'(55.8-68.4]\'',kobieta,13,992.96,0,16,48,dobry
1000,'\'(55.8-68.4]\'',mężczyzna,13,3600,3,90,48,dobry
600,'\'(30.6-43.2]\'',mężczyzna,11,2200,0,132,48,dobry
387.11,'\'(68.4-inf)\'',kobieta,13,1373,1,114,48,dobry
280.88,'\'(55.8-68.4]\'',mężczyzna,13,2000,2,38,48,dobry
400,'\'(43.2-55.8]\'',mężczyzna,11,3300,2,241,48,dobry
200,'\'(68.4-inf)\'',kobieta,13,785,5,68,48,dobry
650,'\'(55.8-68.4]\'',mężczyzna,13,3900,1,118,48,dobry
311.65,'\'(30.6-43.2]\'',kobieta,11,2709.34,9,185,48,dobry
200,'\'(43.2-55.8]\'',mężczyzna,12,822,0,48,48,dobry
400,'\'(43.2-55.8]\'',kobieta,11,1764,2,68,48,dobry
300,'\'(68.4-inf)\'',mężczyzna,13,1689.98,0,85,48,dobry
500,'\'(-inf-30.6]\'',kobieta,12,1082,0,2,5,z?y
500,'\'(55.8-68.4]\'',mężczyzna,16,1770,9,93,48,dobry
290,'\'(55.8-68.4]\'',kobieta,13,1280,9,21,48,dobry
500,'\'(55.8-68.4]\'',kobieta,13,1474.55,1,69,48,dobry
300,'\'(55.8-68.4]\'',kobieta,13,1240,1,74,48,dobry
500,'\'(55.8-68.4]\'',kobieta,13,1800,0,73,48,dobry
240,'\'(55.8-68.4]\'',kobieta,11,1172.2,8,41,48,dobry
500,'\'(30.6-43.2]\'',mężczyzna,13,1648,0,17,48,z?y
643.05,'\'(43.2-55.8]\'',kobieta,11,3200,8,58,48,dobry
585.7,'\'(55.8-68.4]\'',kobieta,13,1050,9,143,48,dobry
200,'\'(-inf-30.6]\'',mężczyzna,12,1135,0,10,14,z?y
700,'\'(55.8-68.4]\'',mężczyzna,11,2800,1,100,48,dobry
1000,'\'(55.8-68.4]\'',mężczyzna,12,2500,7,9,1,dobry
200,'\'(68.4-inf)\'',kobieta,13,1100,0,252,48,dobry
836,'\'(55.8-68.4]\'',kobieta,13,1362,8,60,48,dobry
400,'\'(55.8-68.4]\'',kobieta,13,1208,0,84,48,dobry
400,'\'(55.8-68.4]\'',kobieta,13,1094,1,188,48,dobry
390.11,'\'(55.8-68.4]\'',kobieta,12,1320,2,13,22,dobry
249.9,'\'(-inf-30.6]\'',mężczyzna,11,1600,1,7,48,dobry
429.69,'\'(55.8-68.4]\'',kobieta,11,1730.13,0,197,48,z?y
300,'\'(30.6-43.2]\'',kobieta,12,1450,0,2,48,dobry
281.84,'\'(43.2-55.8]\'',kobieta,12,1032,0,42,10,dobry
600,'\'(68.4-inf)\'',kobieta,13,1936,0,504,48,dobry
400,'\'(55.8-68.4]\'',kobieta,13,1547,0,37,48,dobry
500,'\'(-inf-30.6]\'',mężczyzna,11,2327.94,0,39,48,dobry
348.26,'\'(30.6-43.2]\'',kobieta,11,2927,7,205,48,dobry
300,'\'(55.8-68.4]\'',mężczyzna,16,1865,0,336,48,dobry
500,'\'(55.8-68.4]\'',kobieta,13,1879,0,40,48,dobry
600,'\'(-inf-30.6]\'',kobieta,98,5000,0,5,48,dobry
500,'\'(55.8-68.4]\'',kobieta,12,1036,0,16,10,z?y
700,'\'(68.4-inf)\'',kobieta,16,980,2,135,48,dobry
500,'\'(43.2-55.8]\'',mężczyzna,11,1200,0,217,48,dobry
300,'\'(30.6-43.2]\'',mężczyzna,11,2725,1,57,48,dobry
481.74,'\'(43.2-55.8]\'',mężczyzna,13,1500,3,90,48,dobry
300,'\'(55.8-68.4]\'',kobieta,99,900,0,84,10,dobry
1000,'\'(30.6-43.2]\'',kobieta,11,1900,0,183,48,dobry
300,'\'(68.4-inf)\'',kobieta,13,1257,0,132,48,dobry
300,'\'(55.8-68.4]\'',mężczyzna,13,2110,2,105,48,dobry
584.54,'\'(55.8-68.4]\'',mężczyzna,13,2474,1,19,48,dobry
780,'\'(43.2-55.8]\'',kobieta,12,830.46,7,49,22,dobry
292.28,'\'(55.8-68.4]\'',kobieta,13,1428.55,2,141,48,dobry
200,'\'(30.6-43.2]\'',kobieta,11,1000,0,65,48,dobry
500,'\'(43.2-55.8]\'',mężczyzna,11,2011,2,215,48,dobry
500,'\'(43.2-55.8]\'',mężczyzna,12,1400,0,24,10,z?y
300,'\'(30.6-43.2]\'',mężczyzna,12,2100,0,4,10,dobry
200,'\'(43.2-55.8]\'',mężczyzna,11,2100,4,54,48,dobry
303.13,'\'(30.6-43.2]\'',mężczyzna,11,1261.98,1,40,48,z?y
800,'\'(55.8-68.4]\'',kobieta,13,5100,4,32,48,dobry
297.03,'\'(55.8-68.4]\'',kobieta,13,1300,2,34,48,dobry
500,'\'(43.2-55.8]\'',mężczyzna,13,2692.96,0,2,48,dobry
300,'\'(55.8-68.4]\'',mężczyzna,11,1170,1,71,48,dobry
600,'\'(-inf-30.6]\'',mężczyzna,12,1200,0,24,24,z?y
700,'\'(55.8-68.4]\'',kobieta,13,1507,0,63,48,z?y
310.37,'\'(43.2-55.8]\'',kobieta,11,1721.7,9,124,48,dobry
200,'\'(68.4-inf)\'',mężczyzna,13,1162.41,3,108,48,dobry
300,'\'(-inf-30.6]\'',mężczyzna,11,1590,3,57,48,dobry
478.16,'\'(43.2-55.8]\'',mężczyzna,11,2500,3,378,48,dobry
400,'\'(55.8-68.4]\'',kobieta,13,1514,0,50,48,dobry
400,'\'(68.4-inf)\'',kobieta,13,1239.98,0,259,48,dobry
600,'\'(43.2-55.8]\'',kobieta,16,1362,1,33,48,dobry
300,'\'(-inf-30.6]\'',kobieta,12,1156,0,66,42,z?y
600,'\'(68.4-inf)\'',mężczyzna,13,2547,3,199,48,dobry
500,'\'(-inf-30.6]\'',kobieta,12,1189,0,7,19,z?y
300,'\'(43.2-55.8]\'',kobieta,12,1294,0,5,10,dobry
292.26,'\'(30.6-43.2]\'',kobieta,12,2000,1,93,48,dobry
200,'\'(30.6-43.2]\'',mężczyzna,99,2300,0,11,1,z?y
292.73,'\'(43.2-55.8]\'',kobieta,11,1077.49,3,376,48,dobry
400,'\'(-inf-30.6]\'',mężczyzna,12,1500,0,10,1,dobry
400,'\'(55.8-68.4]\'',kobieta,13,1650,1,86,48,dobry
400,'\'(55.8-68.4]\'',kobieta,13,1425,1,83,48,dobry
600,'\'(30.6-43.2]\'',kobieta,11,1331.21,8,23,48,dobry
300,'\'(43.2-55.8]\'',mężczyzna,11,981,1,24,48,z?y
500,'\'(-inf-30.6]\'',kobieta,99,1300,0,75,43,z?y
300,'\'(43.2-55.8]\'',kobieta,12,1107,0,7,7,z?y
300,'\'(43.2-55.8]\'',kobieta,17,864.6,0,6,1,dobry
200,'\'(-inf-30.6]\'',kobieta,12,1100,5,19,10,dobry
400.91,'\'(30.6-43.2]\'',kobieta,11,1239.05,1,208,48,dobry
300,'\'(55.8-68.4]\'',kobieta,13,783,0,157,48,dobry
400,'\'(68.4-inf)\'',kobieta,13,1900,5,125,48,dobry
450,'\'(43.2-55.8]\'',mężczyzna,11,2300,1,124,48,dobry
389.72,'\'(43.2-55.8]\'',kobieta,98,3000,5,89,48,dobry
200,'\'(43.2-55.8]\'',kobieta,99,1100,6,56,1,dobry
200,'\'(55.8-68.4]\'',kobieta,13,984,4,15,48,dobry
290.83,'\'(55.8-68.4]\'',kobieta,13,1090.14,8,79,48,dobry
500,'\'(55.8-68.4]\'',mężczyzna,13,1900,9,154,48,dobry
476.83,'\'(55.8-68.4]\'',mężczyzna,11,1250,0,69,48,dobry
326.67,'\'(55.8-68.4]\'',kobieta,13,1668,9,95,48,dobry
300,'\'(-inf-30.6]\'',mężczyzna,11,1900,0,62,48,dobry
299.42,'\'(68.4-inf)\'',kobieta,13,1239,1,274,48,dobry
500,'\'(68.4-inf)\'',mężczyzna,13,1150,1,142,48,dobry
200,'\'(68.4-inf)\'',kobieta,13,865,9,132,48,dobry
300,'\'(55.8-68.4]\'',kobieta,13,1400,2,122,48,z?y
200,'\'(55.8-68.4]\'',kobieta,13,796.09,0,60,48,dobry
300,'\'(43.2-55.8]\'',kobieta,16,1740,2,118,48,dobry
397.11,'\'(43.2-55.8]\'',mężczyzna,13,4200,1,61,48,dobry
300,'\'(55.8-68.4]\'',mężczyzna,11,1660,0,54,48,dobry
300,'\'(30.6-43.2]\'',kobieta,12,1323.55,0,54,21,dobry
384.3,'\'(30.6-43.2]\'',mężczyzna,11,1058,4,18,48,dobry
200,'\'(-inf-30.6]\'',mężczyzna,12,1100,0,37,22,dobry
300,'\'(43.2-55.8]\'',kobieta,11,1686,0,102,48,dobry
299.01,'\'(43.2-55.8]\'',kobieta,11,1400,5,165,48,dobry
200,'\'(-inf-30.6]\'',mężczyzna,17,728,9,104,26,z?y
200,'\'(-inf-30.6]\'',mężczyzna,17,985,0,17,3,dobry
500,'\'(30.6-43.2]\'',mężczyzna,12,2000,1,37,34,dobry
300,'\'(-inf-30.6]\'',mężczyzna,12,1075,0,4,19,z?y
200,'\'(55.8-68.4]\'',mężczyzna,12,1600,0,39,21,dobry
200,'\'(55.8-68.4]\'',mężczyzna,13,1611,1,145,48,dobry
